column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
5_how_important_was_the_visual_style_to_your_experience_of_the_movie_a,tv,prompts_master,False,"Rate this TV show on ONE survey question from its Wikipedia plot and reception. Question: How important was the visual style to your experience of the movie as a whole? [1=low to 7=high]. Return ONLY JSON {""v"": number}.","Rate this tv on ONE survey question from its Wikipedia plot. Question: How important was the visual style to your experience of the movie as a whole? [1=low to 7=high]. Return ONLY JSON {""v"": number}.",False,False,False
2_how_consistent_did_you_find_the_visual_style_by_consistent_we_mean_t,tv,prompts_master,False,"Based only on this tv's plot, answer: How consistent did you find the visual style? By consistent we mean that it was generally the same throughout the whole film. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How consistent did you find the visual style? By consistent we mean that it was generally the same throughout the whole film. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
mood_Adventurous,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Adventurous' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Adventurous' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Reflective,tv,prompts_master,False,"From this TV show's plot, does the mood 'Reflective' apply? Return ONLY JSON {""v"": 0 or 1}.","From this TV show's plot, does the mood 'Reflective' apply? Return ONLY JSON {""v"": 0 or 1}.",False,False,False
acting_Deadpan,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Deadpan' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Deadpan' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,True,False
6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,tv,prompts_master,False,"Consider this tv. How science-fictional was the world of the movie? By science-fictional we mean a world of alternative ways of life made possible by technological advancements, typically set in the future, as in Neuromancer. Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this tv. How science-fictional was the world of the movie? By science-fictional we mean a world of alternative ways of life made possible by technological advancements, typically set in the future, as in Neuromancer. Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
mood_Melancholic,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Melancholic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Melancholic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
12d_on_a_scale_of_1_very_unsatisfying_to_7_very_satisfying,tv,prompts_master,False,"Based only on this TV show's plot, answer: On a scale of 1 (very unsatisfying) to 7 (very satisfying)? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this TV show's plot, answer: On a scale of 1 (very unsatisfying) to 7 (very satisfying)? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,tv,prompts_master,False,"Consider this TV show. On a scale of 1 (very unsurprising / predictable) to 7 (very surprising)? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. On a scale of 1 (very unsurprising / predictable) to 7 (very surprising)? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
visual_Sharp,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Sharp' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Sharp' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
arc_likable_Middle,tv,prompts_master,False,"Consider the single MAIN protagonist of this TV show. At the Middle of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this TV show. At the Middle of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
visual_Natural,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Natural' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Natural' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
4_how_important_would_you_say_the_side_characters_are_in_this_movie,tv,prompts_master,False,"Based only on this TV show's plot, answer: How important would you say the side characters are in this movie? Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.","Based only on this TV show's plot, answer: How important would you say the side characters are in this movie? Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.",False,False,False
visual_Fast_cut,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Fast-cut' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Fast-cut' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,tv,prompts_master,False,"Based only on this tv's plot, answer: In your opinion, how would you rate the quality of the setting and world-building in this movie, on a scale of 1-7? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: In your opinion, how would you rate the quality of the setting and world-building in this movie, on a scale of 1-7? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_Middle,tv,prompts_master,False,"Consider the single MAIN protagonist of this TV show. At the Middle of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this TV show. At the Middle of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,tv,prompts_master,False,"Based only on this tv's plot, answer: How fantastical was the world of the movies? By fantastical we mean a world that would be characterized as “fantasy,” typically one where magic is real, as in Lord of the Rings. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How fantastical was the world of the movies? By fantastical we mean a world that would be characterized as “fantasy,” typically one where magic is real, as in Lord of the Rings. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
mood_Chaotic,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Chaotic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Chaotic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Choral,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Choral' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Choral' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Cozy,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Cozy' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Cozy' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Wistful,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Wistful' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Wistful' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Slow,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Slow' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Slow' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
mood_Bittersweet,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Bittersweet' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Bittersweet' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
score_Emotional,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Emotional' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Emotional' describe the musical score of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,tv,prompts_master,False,"Based only on this tv's plot, answer: If you checked any of the above, how relevant are these aspect(s) of their identity to their experience in the movie? For example, in Wonder by R. J. Palacio, the protagonist Auggie has a severe facial deformity, which is extremely relevant to his experience of going to public school for the first time. In Fourth Wing by Rebecca Yarros, the protagonist Violet has a disability that impacts her strength and mobility, but it’s not as central. Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: If you checked any of the above, how relevant are these aspect(s) of their identity to their experience in the movie? For example, in Wonder by R. J. Palacio, the protagonist Auggie has a severe facial deformity, which is extremely relevant to his experience of going to public school for the first time. In Fourth Wing by Rebecca Yarros, the protagonist Violet has a disability that impacts her strength and mobility, but it’s not as central. Give a number 1-5 (1=lowest, 5=highest). Return ONLY JSON {""v"": number}.",False,False,False
identity_relevance,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. For the main protagonist, predict how RELEVANT their marginalized-group identity (race, gender, class, etc.) is to their experience in the story: 1=not at all relevant, 5=extremely relevant. If the protagonist has no salient marginalized identity, answer 1. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. For the main protagonist, predict how RELEVANT their marginalized-group identity (race, gender, class, etc.) is to their experience in the story: 1=not at all relevant, 5=extremely relevant. If the protagonist has no salient marginalized identity, answer 1. Return ONLY JSON {""v"": number}.",False,False,False
visual_Clean,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Clean' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Clean' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,tv,prompts_master,False,"Based only on this tv's plot, answer: How interesting did you find the visual style? By interesting we mean noteworthy, attention-grabbing, and creative. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How interesting did you find the visual style? By interesting we mean noteworthy, attention-grabbing, and creative. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
mood_Tragic,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Tragic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Tragic' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
visual_Stylized,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Stylized' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Stylized' describe the visual style of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
acting_Brooding,tv,prompts_master,False,"On a scale 0-100, how strongly does 'Brooding' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does 'Brooding' describe the acting of this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
10_how_important_was_the_dialogue_to_your_experience_of_the_movie_as_a,tv,prompts_master,False,"Consider this TV show. How important was the dialogue to your experience of the movie as a whole? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. How important was the dialogue to your experience of the movie as a whole? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
arc_proactive_End,tv,prompts_master,False,"Consider the single MAIN protagonist of this TV show. At the End of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this TV show. At the End of the story, how proactive (motivated, taking action vs passive)? Answer 1-5 where 1=very passive, 5=very proactive. Return ONLY JSON {""v"": number}.",False,False,False
3_while_you_were_in_the_process_of_watching_the_movie_how_enjoyable_di,tv,prompts_master,False,"Consider this TV show. While you were in the process of watching the movie, how enjoyable did you find it? In Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this tv. While you were in the process of watching the movie, how enjoyable did you find it? In other words, how much did you like it and how eager were you to keep watching? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,tv,prompts_master,False,"Based only on this tv's plot, answer: How realistic was the world of the movie? By realistic we mean plausible - a faithful or true-to-life representation. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: How realistic was the world of the movie? By realistic we mean plausible - a faithful or true-to-life representation. Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
mood_Dreamy,tv,prompts_master,False,"On a scale 0-100, how strongly does the mood 'Dreamy' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.","On a scale 0-100, how strongly does the mood 'Dreamy' apply to this TV show based on its plot? Return ONLY JSON {""v"": number}.",False,False,False
5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,tv,prompts_master,False,"Based only on this tv's plot, answer: In your opinion, how would you rate the quality of the setting and world-building in this movie, on a scale of 1-7? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.","Based only on this tv's plot, answer: In your opinion, how would you rate the quality of the setting and world-building in this movie, on a scale of 1-7? Give a number 1-7 (1=lowest, 7=highest). Return ONLY JSON {""v"": number}.",False,False,False
arc_likable_End,tv,prompts_master,False,"Consider the single MAIN protagonist of this TV show. At the End of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.","Consider the single MAIN protagonist of this TV show. At the End of the story, how likable (easy to relate to, empathize with, root for)? Answer 1-5 where 1=very dislikable, 5=very likable. Return ONLY JSON {""v"": number}.",False,False,False
tv_plot_driven,tv,split_grids,False,"Score this TV show from its Wikipedia plot. How plot-driven is this TV show (emphasis on external events)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this TV show from its Wikipedia plot. How plot-driven is this TV show (emphasis on external events)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
tv_character_driven,tv,split_grids,False,"Score this TV show from its Wikipedia plot. How character-driven is this TV show (internal needs drive the story)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this TV show from its Wikipedia plot. How character-driven is this TV show (internal needs drive the story)? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
tv_moved_emotional,tv,split_grids,False,"Score this TV show from its Wikipedia plot. To what extent would the audience feel moved on an EMOTIONAL basis? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this TV show from its Wikipedia plot. To what extent would the audience feel moved on an EMOTIONAL basis? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
tv_moved_intellectual,tv,split_grids,False,"Score this TV show from its Wikipedia plot. To what extent would the audience feel moved on an INTELLECTUAL basis? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.","Score this TV show from its Wikipedia plot. To what extent would the audience feel moved on an INTELLECTUAL basis? 1=not at all..5=extremely. Return ONLY JSON {""v"": number}.",False,False,False
setting_when__around_present_day,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place around present day? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place around present day? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_when__in_the_near_past,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the near past? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the near past? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_when__in_the_distant_past,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the distant past? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the distant past? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_when__in_the_near_future,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the near future? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the near future? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_when__in_the_distant_future,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the distant future? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place in the distant future? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_where__somewhere_on_earth_that_really_exists,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place somewhere on Earth that really exists? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place somewhere on Earth that really exists? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_where__somewhere_on_earth_that_is_imaginary,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place somewhere on Earth that is imaginary? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place somewhere on Earth that is imaginary? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
setting_where__somewhere_off_earth_that_is_imaginary,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place somewhere off Earth that is imaginary? Answer 0-100. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Out of 100 typical viewers, how many would say this TV show takes place somewhere off Earth that is imaginary? Answer 0-100. Return ONLY JSON {""v"": number}.",False,False,False
opening_hook,tv,prompts_master,False,"Consider this TV show. Did it begin with a hook (something dramatic, mysterious, or shocking)? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. Did it begin with a hook (something dramatic, mysterious, or shocking)? Respond 1 (not at all) to 5 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
time_linearity,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Predict the story's LINEARITY IN TIME: 1 = completely linear (events told in the order they happen), 4 = completely nonlinear (heavy flashbacks/jumps in time). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Predict the story's LINEARITY IN TIME: 1 = completely linear (events told in the order they happen), 4 = completely nonlinear (heavy flashbacks/jumps in time). Return ONLY JSON {""v"": number}.",False,False,False
character_development,tv,prompts_master,False,"Consider this TV show. How much strong personal development/internal change does the main character undergo? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","Consider this TV show. How much strong personal development/internal change does the main character undergo? Respond 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
plot_linearity,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Predict the story's LINEARITY IN PLOT ORDER: 1 = completely linear (the plot is presented in a straight sequence), 4 = completely nonlinear (the plot is heavily reordered / told out of sequence). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Predict the story's LINEARITY IN PLOT ORDER: 1 = completely linear (the plot is presented in a straight sequence), 4 = completely nonlinear (the plot is heavily reordered / told out of sequence). Return ONLY JSON {""v"": number}.",True,False,False
ending_reversal,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot. Predict whether the ending featured a major reversal of fortune for the main character(s): 3 = Yes, 2 = Somewhat, 1 = No. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot. Predict whether the ending featured a major reversal of fortune for the main character(s): 3 = Yes, 2 = Somewhat, 1 = No. Return ONLY JSON {""v"": number}.",True,False,False
pathos,tv,MISSING,False,"At the ending, does the main character (or characters) undergo a major emotional release or expression of emotion? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.","At the ending, does the main character (or characters) undergo a major emotional release or expression of emotion? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
conflict_self,tv,prompts_master,False,"To what extent is this show a ""protagonist versus self"" story - how central is self as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this show a ""protagonist versus self"" story - how central is self as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
conflict_other,tv,prompts_master,False,"To what extent is this show a ""protagonist versus other"" story - how central is other as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this show a ""protagonist versus other"" story - how central is other as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
conflict_society,tv,prompts_master,False,"To what extent is this show a ""protagonist versus society"" story - how central is society as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this show a ""protagonist versus society"" story - how central is society as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
conflict_nature,tv,prompts_master,False,"To what extent is this show a ""protagonist versus nature"" story - how central is nature as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this show a ""protagonist versus nature"" story - how central is nature as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
conflict_technology,tv,prompts_master,False,"To what extent is this show a ""protagonist versus technology"" story - how central is technology as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this show a ""protagonist versus technology"" story - how central is technology as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
conflict_fate,tv,prompts_master,False,"To what extent is this show a ""protagonist versus fate"" story - how central is fate as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.","To what extent is this show a ""protagonist versus fate"" story - how central is fate as the force the protagonist struggles against? 0 = not at all, 100 = the central conflict. Return ONLY JSON {""v"": number}.",False,False,False
shape_cinderella,tv,prompts_master,False,"Think of the show's main character's fortune as a line rising and falling over the story. The ""Cinderella"" shape is when a rise in fortune, then a sharp setback, then a final rise to a happy ending (up-down-up). How well does this show fit the Cinderella shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Think of the show's main character's fortune as a line rising and falling over the story. The ""Cinderella"" shape is when a rise in fortune, then a sharp setback, then a final rise to a happy ending (up-down-up). How well does this show fit the Cinderella shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
shape_rags_to_riches,tv,prompts_master,False,"Think of the show's main character's fortune as a line rising and falling over the story. The ""Rags to Riches"" shape is when the main character begins low or unfortunate and undergoes a steady, largely uninterrupted rise into success, fortune, or happiness by the end (a continuous upward arc). How well does this show fit the Rags to Riches shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Think of the show's main character's fortune as a line rising and falling over the story. The ""Rags to Riches"" shape is when the main character begins low or unfortunate and undergoes a steady, largely uninterrupted rise into success, fortune, or happiness by the end (a continuous upward arc). How well does this show fit the Rags to Riches shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
shape_riches_to_rags,tv,prompts_master,False,"Think of the show's main character's fortune as a line rising and falling over the story. The ""Riches to Rags"" shape is when the main character begins high or fortunate and undergoes a steady, largely uninterrupted decline into misfortune, ruin, loss, or death by the end (a continuous downward arc, classic tragedy). How well does this show fit the Riches to Rags shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Think of the show's main character's fortune as a line rising and falling over the story. The ""Riches to Rags"" shape is when the main character begins high or fortunate and undergoes a steady, largely uninterrupted decline into misfortune, ruin, loss, or death by the end (a continuous downward arc, classic tragedy). How well does this show fit the Riches to Rags shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,True,False
shape_man_in_a_hole,tv,prompts_master,False,"Does this show follow a ""trouble and recovery"" arc, where the main character runs into a serious problem, crisis, or predicament partway through and then overcomes it, ending up okay or better than before? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","Does this show follow a ""trouble and recovery"" arc, where the main character runs into a serious problem, crisis, or predicament partway through and then overcomes it, ending up okay or better than before? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
shape_icarus,tv,prompts_master,False,"The ""Icarus"" story shape is: a rise in fortune followed by a fall (up, then down - ends badly after early success). To what extent does this show's plot follow the Icarus shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.","The ""Icarus"" story shape is: a rise in fortune followed by a fall (up, then down - ends badly after early success). To what extent does this show's plot follow the Icarus shape? 0 = not at all, 100 = a perfect fit. Return ONLY JSON {""v"": number}.",False,False,False
anagnorisis,tv,prompts_master,False,"At the ending, does the main character (or characters) come to a major sudden realization, a crucial truth they grasp? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.","At the ending, does the main character (or characters) come to a major sudden realization, a crucial truth they grasp? Answer on a scale of 1 (no), 2 (somewhat), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
competent,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How competent is the protagonists on average? Answer on a scale of 1 (very incompetent) to 5 (very competent). Return ONLY JSON {""v"": number}.",False,False,False
development,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the protagonists on average undergo strong personal (internal) development? Answer on a scale of 1 (no), 2 (arguably), 3 (yes). Return ONLY JSON {""v"": number}.",False,False,False
element_emotional_impact,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Was the emotional impact one of the elements that most drove the experience of this work? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Was the emotional impact one of the elements that most drove the experience of this work? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
